id,user_id,active,balance,created_at,updated_at,debt
2040,46c663b1-f6ff-49cf-8618-19fb54cb5d3f,1,0,2022-12-28 10:21:02.703+00,2022-12-28 10:21:02.703+00,0
1313,6f47f888-7c17-423e-a518-6ddfedcc696d,1,0,2022-08-31 18:11:14.012+00,2022-12-01 01:35:05.836+00,0
1314,d2d517c5-0951-4b93-9390-bd6812fcd381,1,0,2022-08-31 18:11:14.127+00,2022-12-01 01:35:05.84+00,0
1315,3d3af3a6-74e1-4d4d-b6c5-4795f79b82a8,1,0,2022-08-31 18:11:14.208+00,2022-12-01 01:35:05.758+00,0
1316,15b0b757-a1fd-47e3-8a2f-d554be00eab5,1,0,2022-08-31 18:11:14.309+00,2022-12-01 01:35:05.762+00,0
1317,39470795-5365-43f8-a1da-bb1a3ef80565,1,0,2022-08-31 18:11:14.386+00,2022-12-01 01:35:05.765+00,0
1349,51f850ee-6329-4d1e-b24b-9b71ef790eed,1,0,2022-08-31 18:11:17.402+00,2022-12-01 01:35:05.945+00,0
1350,2e7f7c99-b67b-4703-a4f7-0c6c14ded9be,1,0,2022-08-31 18:11:17.47+00,2022-12-01 01:35:05.949+00,0
1351,f62f6106-b8e1-4e9d-a8cb-140c94ba9902,1,0,2022-08-31 18:11:17.639+00,2022-12-01 01:35:05.954+00,0
1352,058d4cf4-be4b-47a2-ac09-5ecb0ccdf2a5,1,0,2022-08-31 18:11:17.717+00,2022-12-01 01:35:05.961+00,0
1353,ac7426ec-e06c-4bf4-8ebf-ee0446bdb27e,1,0,2022-08-31 18:11:17.804+00,2022-12-01 01:35:05.968+00,0
1354,d71b793d-4636-4f2e-82a2-0fbabe473fa8,1,0,2022-08-31 18:11:17.889+00,2022-12-01 01:35:05.973+00,0
1355,2f1f6182-8afe-4825-9cc5-94c599b1a252,1,0,2022-08-31 18:11:18.136+00,2022-12-01 01:35:05.977+00,0
1356,b4fe651a-860a-45ce-9311-e4f7c955f388,1,0,2022-08-31 18:11:18.255+00,2022-12-01 01:35:05.981+00,0
1357,3487ca94-d6dd-4780-bf1d-b14915b59c19,1,0,2022-08-31 18:11:18.341+00,2022-12-01 01:35:05.989+00,0
1358,05c38c1b-aebd-40df-94a0-bc97acdd1d25,1,0,2022-08-31 18:11:18.417+00,2022-12-01 01:35:05.996+00,0
1360,03c8bf04-40a8-4a69-b8af-c0615ab317bd,1,0,2022-08-31 18:11:18.712+00,2022-12-01 01:35:06.018+00,0
1361,8427ef3c-d99a-4652-b94c-48e81301b9d6,1,0,2022-08-31 18:11:18.79+00,2022-12-01 01:35:06.024+00,0
1362,618cbf27-051d-4289-baa7-93083e09243e,1,0,2022-08-31 18:11:18.91+00,2022-12-01 01:35:06.029+00,0
1363,9185e394-0e69-4d8b-b457-3c4a68e8f681,1,0,2022-08-31 18:11:19.02+00,2022-12-01 01:35:06.033+00,0
1365,11a18689-6329-4829-93ed-d0b8aeb9ce81,1,0,2022-08-31 18:11:19.168+00,2022-12-01 01:35:06.048+00,0
1366,e787ae54-c90e-42fc-b70e-cb453c897a4b,1,0,2022-08-31 18:11:19.255+00,2022-12-01 01:35:06.056+00,0
1367,0b012b41-75e6-46e4-82b7-533b38cf4b1a,1,0,2022-08-31 18:11:19.335+00,2022-12-01 01:35:06.06+00,0
1368,01dafa67-2ea5-4136-9de6-9a39820faa60,1,0,2022-08-31 18:11:19.488+00,2022-12-01 01:35:06.064+00,0
1369,396ecc1f-86bd-4527-8008-4760ef0657f0,1,0,2022-08-31 18:11:19.557+00,2022-12-01 01:35:06.068+00,0
1371,f4b82f06-d7de-45fa-8394-5d9f2c3d4e78,1,0,2022-08-31 18:11:19.746+00,2022-12-01 01:35:06.072+00,0
1372,ea5617d3-e3af-4f3b-8632-3369f54afc16,1,0,2022-08-31 18:11:19.824+00,2022-12-01 01:35:06.076+00,0
1373,b32813ee-03af-466d-b2e4-740ea6d0d5b7,1,0,2022-08-31 18:11:19.901+00,2022-12-01 01:35:06.08+00,0
1374,8a18ab47-35d3-4384-b7ae-4b04fc5f8e7e,1,0,2022-08-31 18:11:19.979+00,2022-12-01 01:35:06.084+00,0
1376,e821fd68-4452-42fb-a844-5f952d70bc43,1,0,2022-08-31 18:11:20.147+00,2022-12-01 01:35:06.088+00,0
1377,a177d291-0249-4b39-9be5-a07ed50089a3,1,0,2022-08-31 18:11:20.243+00,2022-12-01 01:35:06.092+00,0
1378,cc5ac22b-ffc5-4f52-88c0-3c00dc88c935,1,0,2022-08-31 18:11:20.34+00,2022-12-01 01:35:06.098+00,0
1379,3400292d-5cb0-47e6-8e5a-1484fa5dce8d,1,0,2022-08-31 18:11:20.429+00,2022-12-01 01:35:06.105+00,0
1382,68355b29-8a69-4830-9e9d-3ae3f77da247,1,0,2022-08-31 18:11:20.732+00,2022-12-01 01:35:06.109+00,0
1383,bf071f1e-2a56-48a3-8aa0-8f761b37e7f2,1,0,2022-08-31 18:11:20.81+00,2022-12-01 01:35:06.113+00,0
1384,a1a62f43-91fd-4823-aeda-bf483b92ae05,1,0,2022-08-31 18:11:20.905+00,2022-12-01 01:35:06.116+00,0
1385,ff783f7b-ee33-40cb-8b34-f316fb10e935,1,0,2022-08-31 18:11:20.984+00,2022-12-01 01:35:06.12+00,0
1386,9eaee32c-589f-46d5-8064-4be6b80d28a7,1,0,2022-08-31 18:11:21.065+00,2022-12-01 01:35:06.124+00,0
1388,f7b38e0f-f102-4ddc-b0bf-de2dae94cff0,1,0,2022-08-31 18:11:21.256+00,2022-12-01 01:35:06.127+00,0
1389,5b619ccc-9306-45fc-bc4e-1c3fd8e93c0d,1,0,2022-08-31 18:11:21.593+00,2022-12-01 01:35:06.131+00,0
1390,d1392d83-3c2e-484f-8c59-ae28673048c9,1,0,2022-08-31 18:11:21.673+00,2022-12-01 01:35:06.135+00,0
1391,e661b03b-7254-4a71-b112-89816879408f,1,0,2022-08-31 18:11:21.793+00,2022-12-01 01:35:06.139+00,0
1393,bd3405ab-7c61-4c5d-b6ad-99076ec785c6,1,0,2022-08-31 18:11:21.971+00,2022-12-01 01:35:06.146+00,0
1394,e4588331-b0eb-4379-8bb7-6584e44b9cb4,1,0,2022-08-31 18:11:22.058+00,2022-12-01 01:35:06.15+00,0
1395,896238a1-4069-4200-9100-af1974987cd5,1,0,2022-08-31 18:11:22.136+00,2022-12-01 01:35:06.154+00,0
1396,f103768a-0b31-4dfc-9c3e-c2339188b502,1,0,2022-08-31 18:11:22.215+00,2022-12-01 01:35:06.157+00,0
1397,4d9cf7b3-e293-4b94-b9ff-8c042e2406da,1,0,2022-08-31 18:11:22.293+00,2022-12-01 01:35:06.161+00,0
1398,3c7d7d4f-f451-4bcb-ba6a-fda44541116c,1,0,2022-08-31 18:11:22.616+00,2022-12-01 01:35:06.164+00,0
1399,934d2c2a-6527-40c2-b5f3-bd74961ebf99,1,0,2022-08-31 18:11:22.696+00,2022-12-01 01:35:06.168+00,0
1400,6a1cab3f-3ed3-4cf6-a5c5-60423b0f00f1,1,0,2022-08-31 18:11:22.774+00,2022-12-01 01:35:06.171+00,0
1401,5e714a1a-6448-4796-81a6-42a10a5e893a,1,0,2022-08-31 18:11:22.858+00,2022-12-01 01:35:06.175+00,0
1402,8725f45d-26b1-44d0-9c82-68d3bd9b8950,1,0,2022-08-31 18:11:22.934+00,2022-12-01 01:35:06.178+00,0
1403,3459bc71-830a-46af-877b-9ab772ed9806,1,0,2022-08-31 18:11:23.012+00,2022-12-01 01:35:06.182+00,0
1370,4e8aba2d-a6c8-40bd-953d-237a294a5d96,1,0,2022-08-31 18:11:19.643+00,2022-12-01 01:35:06.189+00,0
1935,5fcfeba8-0175-497c-9eb8-f2dac3367dce,1,0,2022-08-31 18:12:10.33+00,2022-12-01 01:35:08.295+00,0
1936,265cf214-ef13-4b2f-8859-a67eeaccff80,1,0,2022-08-31 18:12:10.407+00,2022-12-01 01:35:08.298+00,0
1937,dfbdc8cc-00e2-4e0f-9379-a7b03b590c31,1,0,2022-08-31 18:12:10.484+00,2022-12-01 01:35:08.302+00,0
1939,9fcf69d7-8c2b-46cf-885d-a4b3137ddbf3,1,0,2022-08-31 18:12:10.643+00,2022-12-01 01:35:08.305+00,0
1893,2a1567d9-e65a-4f15-8755-ad2eae8e9fb9,1,0,2022-08-31 18:12:06.979+00,2022-12-01 01:35:08.084+00,0
1894,c57f094d-ae46-447e-8572-18fbfdcc67f5,1,0,2022-08-31 18:12:07.073+00,2022-12-01 01:35:08.089+00,0
1895,78c75bcd-34b0-4a30-9d4f-e1b2fc41c40f,1,0,2022-08-31 18:12:07.15+00,2022-12-01 01:35:08.093+00,0
1896,4d026fae-63d0-4822-913d-97492f36b6cb,1,0,2022-08-31 18:12:07.232+00,2022-12-01 01:35:08.097+00,0
712,edafc85b-df95-45ac-b6a3-44b822a90fb5,1,5.084736370584,2022-08-31 18:10:18.441+00,2022-12-05 08:48:44.923+00,0
1115,1bf5a698-0ddc-465b-a6b5-3282de3faa5b,1,0,2022-08-31 18:10:55.09+00,2022-08-31 18:10:55.09+00,0
977,b1f3b725-7836-4a3c-b707-077362bf2663,1,0,2022-08-31 18:10:41.271+00,2022-08-31 18:10:41.271+00,0
706,80655f5c-f238-4e15-ace3-d842c370f0b9,1,0,2022-08-31 18:10:18.021+00,2022-12-01 01:35:01.168+00,0
707,c4b554e4-a230-4a19-bf13-62c4aa12c0f4,1,0,2022-08-31 18:10:18.091+00,2022-12-01 01:35:01.173+00,0
708,abfdb25d-6fba-40ea-adcb-71ae78c88d24,1,0,2022-08-31 18:10:18.161+00,2022-12-01 01:35:01.18+00,0
709,41157300-c3e4-4cb7-9427-16205c5b2b06,1,0,2022-08-31 18:10:18.231+00,2022-12-01 01:35:01.186+00,0
710,8068397b-56fc-4297-9710-2cf5bfea74ea,1,0,2022-08-31 18:10:18.301+00,2022-12-01 01:35:01.217+00,0
711,1f1a1e5c-c8b9-4616-9e93-2765e682d364,1,0,2022-08-31 18:10:18.37+00,2022-12-01 01:35:01.232+00,0
713,f38ec334-06fa-4635-a589-7e3c65ac6bff,1,0,2022-08-31 18:10:18.585+00,2022-12-01 01:35:01.267+00,0
714,a8a3b477-bbb7-4105-aa91-70f2a100697f,1,0,2022-08-31 18:10:18.655+00,2022-12-01 01:35:01.276+00,0
717,0aa74db0-d20d-4e2d-a39c-890fb1c31fa8,1,0,2022-08-31 18:10:18.885+00,2022-12-01 01:35:01.297+00,0
718,0b04d2c1-cefd-46fb-9294-8429055a3661,1,0,2022-08-31 18:10:18.954+00,2022-12-01 01:35:01.302+00,0
719,a795d186-d1af-49bc-bc1c-a482abf086cf,1,0,2022-08-31 18:10:19.023+00,2022-12-01 01:35:01.307+00,0
720,bff395bc-f28a-46b8-a6e2-cf957f73752e,1,0,2022-08-31 18:10:19.092+00,2022-12-01 01:35:01.316+00,0
722,ed4aa44a-8042-4689-8c95-c499ca0a0f2d,1,0,2022-08-31 18:10:19.233+00,2022-12-01 01:35:01.33+00,0
723,05cf202d-fde9-4f74-b561-c95e7c919e79,1,0,2022-08-31 18:10:19.303+00,2022-12-01 01:35:01.337+00,0
724,0c846231-d38b-4d73-b60f-2f7ca305c398,1,0,2022-08-31 18:10:19.374+00,2022-12-01 01:35:01.345+00,0
2041,6c351c92-7edd-4c5a-b7fe-b1601da17b40,1,0,2023-01-01 02:57:34.688+00,2023-01-01 02:57:34.688+00,0
1231,92af3bec-b5e4-4c48-85b1-dfe0c41804d2,1,0,2022-08-31 18:11:05.933+00,2023-01-01 05:25:11.718+00,0
725,63d6b1dc-8f60-425f-a957-c5c09c8b86ea,1,0,2022-08-31 18:10:19.443+00,2022-12-01 01:35:01.352+00,0
726,7a400c75-acae-404e-891a-136e5b98c644,1,0,2022-08-31 18:10:19.511+00,2022-12-01 01:35:01.358+00,0
907,23bd5fb2-28eb-4ef3-9846-f2202abaefc4,1,0,2022-08-31 18:10:34.698+00,2022-12-01 01:35:03.318+00,0
908,97f7cea2-9884-4858-8fa9-de8b5ffda339,1,0,2022-08-31 18:10:34.786+00,2022-12-01 01:35:03.327+00,0
909,7513f7c4-0595-4085-aa4e-1df5dc29f1ff,1,0,2022-08-31 18:10:34.872+00,2022-12-01 01:35:03.334+00,0
910,d926c815-04aa-4550-b025-feea6b2db35a,1,0,2022-08-31 18:10:34.959+00,2022-12-01 01:35:03.344+00,0
1215,5e8648e4-1695-4468-b711-298359c78372,1,0,2022-08-31 18:11:04.574+00,2022-12-01 01:35:05.397+00,0
1216,22fdeb0e-c95b-48e0-a2d2-ce2580f75210,1,0,2022-08-31 18:11:04.676+00,2022-12-01 01:35:05.401+00,0
1221,46fc3543-d0ea-4f86-944b-926211f2269b,1,0,2022-08-31 18:11:05.082+00,2022-12-01 01:35:05.412+00,0
1222,82258c15-f065-4846-91f3-735684a0011e,1,0,2022-08-31 18:11:05.17+00,2022-12-01 01:35:05.415+00,0
1223,15cdf860-bcd0-4423-ac71-a410cbe4e30b,1,0,2022-08-31 18:11:05.256+00,2022-12-01 01:35:05.419+00,0
1224,29cdc47a-db9b-43e5-9854-fea480ed1614,1,0,2022-08-31 18:11:05.345+00,2022-12-01 01:35:05.423+00,0
1225,8d7c777d-c52a-4964-84ef-f3b14d91194d,1,0,2022-08-31 18:11:05.44+00,2022-12-01 01:35:05.426+00,0
1226,5ba1a010-70d1-4153-953f-9ab56f693210,1,0,2022-08-31 18:11:05.529+00,2022-12-01 01:35:05.429+00,0
1227,95a56c1c-b819-478c-bb43-260f00671bb8,1,0,2022-08-31 18:11:05.614+00,2022-12-01 01:35:05.433+00,0
1228,5a54c1cc-cd2c-4b54-9bfd-82d43fc6c2e7,1,0,2022-08-31 18:11:05.699+00,2022-12-01 01:35:05.436+00,0
1229,ceac9934-da1d-4f71-843b-d9cff2899593,1,0,2022-08-31 18:11:05.775+00,2022-12-01 01:35:05.44+00,0
1032,b1619ce4-aa6b-4391-84ac-de6ee1768ffb,1,0,2022-08-31 18:10:46.45+00,2022-12-01 01:35:03.954+00,0
518,9cbee855-5b9f-4fce-9327-373443fea1c7,1,0,2022-08-31 18:10:02.718+00,2022-12-01 01:35:04.145+00,0
519,ecdc7a72-a490-4fa7-8d25-8b87deb7c154,1,0,2022-08-31 18:10:02.823+00,2022-12-01 01:35:04.149+00,0
520,0d35e39b-f94d-4dc5-b20e-dc4026789831,1,0,2022-08-31 18:10:02.893+00,2022-12-01 01:35:04.153+00,0
1236,541320af-8860-4c4f-bf62-19484a15b46e,1,0,2022-08-31 18:11:06.328+00,2022-12-01 01:35:05.465+00,0
1237,54bc14d8-2647-4f7c-968c-d633c5eb5d82,1,0,2022-08-31 18:11:06.458+00,2022-12-01 01:35:05.469+00,0
1897,b1798937-b7a8-4b04-8784-c45a337e34b8,1,0,2022-08-31 18:12:07.326+00,2022-12-01 01:35:08.104+00,0
1898,667b7957-98c1-4331-8065-19b95991d751,1,0,2022-08-31 18:12:07.402+00,2022-12-01 01:35:08.108+00,0
1444,3dd2515c-a7b2-48fa-8346-297d39a5f5f0,1,0,2022-08-31 18:11:26.999+00,2022-12-01 01:35:06.337+00,0
1445,d05631b0-cfa2-4ff0-a823-3d99d9bf557c,1,0,2022-08-31 18:11:27.081+00,2022-12-01 01:35:06.34+00,0
1446,9ea987a6-8fe8-4d68-bb41-a0726bca38a1,1,0,2022-08-31 18:11:27.159+00,2022-12-01 01:35:06.343+00,0
1447,c9b18125-8758-47fd-872e-f03c2ec89e22,1,0,2022-08-31 18:11:27.236+00,2022-12-01 01:35:06.347+00,0
1448,6a6415b9-dd8a-476a-a345-7fc068fc0251,1,0,2022-08-31 18:11:27.329+00,2022-12-01 01:35:06.35+00,0
1449,c97473f9-524b-4781-9dc6-673c946eebf0,1,0,2022-08-31 18:11:27.431+00,2022-12-01 01:35:06.354+00,0
1450,2f5dffe3-ec3d-484e-b5b3-87c8dcfc780e,1,0,2022-08-31 18:11:27.525+00,2022-12-01 01:35:06.357+00,0
727,743e20ec-94a9-4082-bf69-497b04edad27,1,0,2022-08-31 18:10:19.58+00,2022-12-01 01:35:01.367+00,0
728,4106691f-5816-4685-b76f-164469c5d152,1,0,2022-08-31 18:10:19.65+00,2022-12-01 01:35:01.375+00,0
729,2a478bde-1581-4d97-b7ea-39c1a8419a1c,1,0,2022-08-31 18:10:19.721+00,2022-12-01 01:35:01.382+00,0
731,a395e255-b869-4f2c-a1d2-868d68072859,1,0,2022-08-31 18:10:19.859+00,2022-12-01 01:35:01.395+00,0
733,28be5b70-4ac0-401a-9461-a5c0ce3861d8,1,0,2022-08-31 18:10:19.998+00,2022-12-01 01:35:01.413+00,0
734,d0dfbac8-94b9-4908-aca0-9c735227f0eb,1,0,2022-08-31 18:10:20.068+00,2022-12-01 01:35:01.425+00,0
735,6b4a4c3f-5f21-42ae-a8ab-3e3b55e715e1,1,0,2022-08-31 18:10:20.138+00,2022-12-01 01:35:01.437+00,0
2042,81a24c6e-35f7-4a03-9193-f2cbecb5095f,1,0,2023-01-01 20:51:04.029+00,2023-01-01 20:51:04.029+00,0
736,5f367648-6831-4b45-b341-9f7bcdf858e8,1,0,2022-08-31 18:10:20.207+00,2022-12-01 01:35:01.465+00,0
737,6b83d1b9-9bb6-45e4-b735-aa30ec8a5e0f,1,0,2022-08-31 18:10:20.277+00,2022-12-01 01:35:01.476+00,0
738,3eada1cd-3b65-4752-9f68-33abc917e834,1,0,2022-08-31 18:10:20.346+00,2022-12-01 01:35:01.487+00,0
739,fe485076-7d4f-4db4-acc3-1c9c382ac40e,1,0,2022-08-31 18:10:20.414+00,2022-12-01 01:35:01.495+00,0
740,a2030467-e78e-4582-9c6d-46aeb0e3a716,1,0,2022-08-31 18:10:20.483+00,2022-12-01 01:35:01.505+00,0
742,975b493e-aaa1-4fa0-8b5c-181c4659aa95,1,0,2022-08-31 18:10:20.74+00,2022-12-01 01:35:01.51+00,0
502,56a43ca9-829b-478c-972d-c34cf33c9b00,1,0,2022-08-31 18:10:00.639+00,2022-08-31 18:10:00.639+00,0
509,977a6557-5ce0-4b86-98c9-9d06d29594e3,1,0,2022-08-31 18:10:01.947+00,2022-08-31 18:10:01.947+00,0
513,2f396c36-638b-4ece-8e91-36f2334b76f7,1,0,2022-08-31 18:10:02.31+00,2022-08-31 18:10:02.31+00,0
514,70cf2ba0-d3bc-416f-87a2-95157872d540,1,0,2022-08-31 18:10:02.381+00,2022-08-31 18:10:02.381+00,0
569,de38b039-a685-4bde-ab1c-e4271915249c,1,0,2022-08-31 18:10:07.29+00,2022-08-31 18:10:07.29+00,0
584,b66df657-fcc9-4f70-aeee-2b5feacbd310,1,0,2022-08-31 18:10:08.476+00,2022-08-31 18:10:08.476+00,0
743,d109c4bf-ca2e-4e5e-8c60-889c68923acf,1,0,2022-08-31 18:10:20.81+00,2022-12-01 01:35:01.515+00,0
750,583a6dd1-1bb4-4357-9c73-91ea0fe4e8a3,1,0,2022-08-31 18:10:21.298+00,2022-12-01 01:35:01.543+00,0
751,11d62823-11c4-4d8f-87db-ec04dd819a90,1,0,2022-08-31 18:10:21.367+00,2022-12-01 01:35:01.547+00,0
752,29b77376-e372-4c7d-8dcb-738c995f22d2,1,0,2022-08-31 18:10:21.474+00,2022-12-01 01:35:01.551+00,0
753,81c2c6b1-911a-47df-9ce1-cc078e9fe1c2,1,0,2022-08-31 18:10:21.543+00,2022-12-01 01:35:01.555+00,0
1451,012445fc-ab13-4847-a7cf-ad8fc0f9f2fe,1,0,2022-08-31 18:11:27.62+00,2022-12-01 01:35:06.361+00,0
1452,792c7bbf-c33c-4d93-aee9-08a31f0e975b,1,0,2022-08-31 18:11:27.713+00,2022-12-01 01:35:06.364+00,0
1453,290010d9-9c7a-43fc-ac3b-790c5933a70d,1,0,2022-08-31 18:11:27.798+00,2022-12-01 01:35:06.367+00,0
1455,e89ec001-b787-4ba7-bf41-430eb27d4180,1,0,2022-08-31 18:11:28.032+00,2022-12-01 01:35:06.37+00,0
1456,15564286-f673-4f64-893b-2fabb34dcf8f,1,0,2022-08-31 18:11:28.109+00,2022-12-01 01:35:06.374+00,0
1457,7d7083e6-579c-4897-a7b3-7bf2c97dd490,1,0,2022-08-31 18:11:28.185+00,2022-12-01 01:35:06.377+00,0
1458,064b5649-bb5f-4c94-998f-43cb26baf23b,1,0,2022-08-31 18:11:28.262+00,2022-12-01 01:35:06.381+00,0
1459,4032c913-8d68-4305-8488-1975775aa4aa,1,0,2022-08-31 18:11:28.347+00,2022-12-01 01:35:06.384+00,0
1489,e4e79ea1-bb55-4a76-8955-f8e977869184,1,0,2022-08-31 18:11:31.632+00,2022-12-01 01:35:06.494+00,0
1490,8e9c3f32-fddc-49b2-a95d-81724bee09b3,1,0,2022-08-31 18:11:31.71+00,2022-12-01 01:35:06.498+00,0
1491,35142866-df50-4ea0-b40b-d2195f029b69,1,0,2022-08-31 18:11:31.78+00,2022-12-01 01:35:06.501+00,0
1492,f0610809-4c50-40bc-8b64-353e6df10373,1,0,2022-08-31 18:11:31.876+00,2022-12-01 01:35:06.504+00,0
1493,b0d71354-b9f8-47a5-917f-d38d5324ad87,1,0,2022-08-31 18:11:31.945+00,2022-12-01 01:35:06.508+00,0
1494,3557a008-3d13-4338-9970-1051a15eb5d9,1,0,2022-08-31 18:11:32.023+00,2022-12-01 01:35:06.511+00,0
1495,b5809dcc-6e8e-45a4-99da-a056acd7a1b8,1,0,2022-08-31 18:11:32.183+00,2022-12-01 01:35:06.515+00,0
1496,0bb6bbe6-0e6a-412c-bcae-fd25f65c8f54,1,0,2022-08-31 18:11:32.261+00,2022-12-01 01:35:06.518+00,0
1497,5a38b88c-79c9-40f6-bdb9-1af975543e59,1,0,2022-08-31 18:11:32.374+00,2022-12-01 01:35:06.522+00,0
1498,416ad2bf-e7db-45de-8ee7-2028ff4e04cc,1,0,2022-08-31 18:11:32.444+00,2022-12-01 01:35:06.525+00,0
1503,5480555e-2d8c-4b41-af23-f970407492b9,1,0,2022-08-31 18:11:32.906+00,2022-12-01 01:35:06.528+00,0
1504,186df9f0-69ce-43e4-8d67-59c9aa084578,1,0,2022-08-31 18:11:32.983+00,2022-12-01 01:35:06.531+00,0
1505,86e384f2-66ce-4eb7-b7b9-7ca87210fa32,1,0,2022-08-31 18:11:33.059+00,2022-12-01 01:35:06.535+00,0
1904,93fa9c6e-06ba-4360-baa9-1bb97f913050,1,0,2022-08-31 18:12:07.87+00,2022-12-01 01:35:08.154+00,0
1506,a8e4f2cf-d14d-47b5-9fc7-f3d00b1d570e,1,0,2022-08-31 18:11:33.144+00,2022-12-01 01:35:06.538+00,0
1507,6a75303a-d815-4c68-bafd-559959058be7,1,0,2022-08-31 18:11:33.23+00,2022-12-01 01:35:06.544+00,0
1508,7cbbc950-d792-4e1e-85f4-b8baeb3e1413,1,0,2022-08-31 18:11:33.307+00,2022-12-01 01:35:06.547+00,0
1509,579f90a1-acb8-480c-9acd-13da1f4ef51a,1,0,2022-08-31 18:11:33.383+00,2022-12-01 01:35:06.55+00,0
1510,c0ae47ff-5780-44f6-8abf-59f6f3cc9ada,1,0,2022-08-31 18:11:33.459+00,2022-12-01 01:35:06.554+00,0
1511,f638ae5b-e5eb-461f-a8b3-7ffe055dd831,1,0,2022-08-31 18:11:33.536+00,2022-12-01 01:35:06.557+00,0
1512,48d4f76b-b500-4724-87c8-f238f5eeaa39,1,0,2022-08-31 18:11:33.622+00,2022-12-01 01:35:06.56+00,0
1513,495cdb33-dc37-4c6f-b9ab-770ca128dc9d,1,0,2022-08-31 18:11:33.7+00,2022-12-01 01:35:06.564+00,0
1514,0ddf9f2f-30c0-4f1e-8ae2-a66f3dd382a6,1,0,2022-08-31 18:11:33.787+00,2022-12-01 01:35:06.567+00,0
1515,9566a290-940c-4e02-94ce-65ece510502d,1,0,2022-08-31 18:11:33.873+00,2022-12-01 01:35:06.57+00,0
1516,d5237531-1a2f-4e40-b89b-82dd9c4fe5b4,1,0,2022-08-31 18:11:33.95+00,2022-12-01 01:35:06.574+00,0
1517,0fdba620-bcff-4ad0-96c6-ad33c736cc31,1,0,2022-08-31 18:11:34.037+00,2022-12-01 01:35:06.577+00,0
1500,29724395-2510-49c6-a98a-d8490b0f22a1,1,0,2022-08-31 18:11:32.629+00,2022-12-01 01:35:06.581+00,0
1501,f38dee25-9380-4ea6-9c94-1262b7b6fde8,1,0,2022-08-31 18:11:32.727+00,2022-12-01 01:35:06.584+00,0
1518,d95420d4-1720-407d-b57d-59f7cc9a64c2,1,0,2022-08-31 18:11:34.117+00,2022-12-01 01:35:06.591+00,0
1519,7d07f483-40a5-4aeb-9b6d-bf0e068ba2ef,1,0,2022-08-31 18:11:34.215+00,2022-12-01 01:35:06.595+00,0
1520,5cc7c63f-6273-436f-88f7-7dc10446dc3d,1,0,2022-08-31 18:11:34.295+00,2022-12-01 01:35:06.598+00,0
1523,2c200ba1-7c29-43a3-81f2-a1cf5ae97c6e,1,0,2022-08-31 18:11:34.559+00,2022-12-01 01:35:06.608+00,0
1524,0cdb0815-c6bc-495c-82d2-a5c7d7a2e484,1,0,2022-08-31 18:11:34.636+00,2022-12-01 01:35:06.612+00,0
1525,5346b781-612e-4836-b5e4-ca3e12ee1c76,1,0,2022-08-31 18:11:34.714+00,2022-12-01 01:35:06.616+00,0
1526,5a2cb2ac-f235-4fd6-a0d7-9a82dab0c2e9,1,0,2022-08-31 18:11:34.8+00,2022-12-01 01:35:06.619+00,0
1527,95060bf9-c25f-456b-8241-6b58c2f7c7ee,1,0,2022-08-31 18:11:34.877+00,2022-12-01 01:35:06.623+00,0
1528,fa83ed45-f84c-4ad2-94ba-c1b981d35aba,1,0,2022-08-31 18:11:34.987+00,2022-12-01 01:35:06.627+00,0
1529,a979f37d-6300-4301-8890-4e6c153796d1,1,0,2022-08-31 18:11:35.073+00,2022-12-01 01:35:06.63+00,0
1530,1ad79111-09e3-4053-967e-e10a742d888c,1,0,2022-08-31 18:11:35.184+00,2022-12-01 01:35:06.633+00,0
761,ea50a965-fece-44eb-b920-97ba27ea8093,1,0,2022-08-31 18:10:22.114+00,2022-12-01 01:35:01.592+00,0
2043,48e0e58c-0ffe-483f-9234-de32d733d86c,1,0,2023-01-03 16:04:05.31+00,2023-01-03 16:04:05.31+00,0
762,6eabd01b-9367-458d-84f8-4d812eea4b33,1,0,2022-08-31 18:10:22.188+00,2022-12-01 01:35:01.599+00,0
763,8d484dc1-b951-4c08-a4a9-fa0d52508e61,1,0,2022-08-31 18:10:22.259+00,2022-12-01 01:35:01.604+00,0
1035,69588cc1-d0bb-46ed-b375-23e74bc08bc4,1,0,2022-08-31 18:10:46.7+00,2022-08-31 18:10:46.7+00,0
764,4afdff25-7082-4366-8419-1a0d2e14bb06,1,0,2022-08-31 18:10:22.329+00,2022-12-01 01:35:01.609+00,0
765,8b6b4f61-9b40-4087-a844-a19cacbd4b0b,1,0,2022-08-31 18:10:22.407+00,2022-12-01 01:35:01.613+00,0
766,e8e01a7d-67dc-4767-815b-6494086c2592,1,0,2022-08-31 18:10:22.477+00,2022-12-01 01:35:01.617+00,0
767,30ad3c47-5efe-4f54-923a-3b13e44ee40a,1,0,2022-08-31 18:10:22.547+00,2022-12-01 01:35:01.622+00,0
768,cf45bbc6-7973-4267-b6ea-e6847dcadece,1,0,2022-08-31 18:10:22.616+00,2022-12-01 01:35:01.626+00,0
769,e843a3eb-6a26-4d38-959c-bde11cf71a4c,1,0,2022-08-31 18:10:22.728+00,2022-12-01 01:35:01.631+00,0
770,20005b28-32f4-484d-b6b3-00187143cc10,1,0,2022-08-31 18:10:22.798+00,2022-12-01 01:35:01.635+00,0
771,07b730d8-a621-499c-a84a-96a9387bade0,1,0,2022-08-31 18:10:22.872+00,2022-12-01 01:35:01.639+00,0
